Class Name,File Path
Abdel_Nasser_Assidi,/Users/taufiq/workspace/infran-spark/data_inference/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001_face_1.jpg
Abdel_Nasser_Assidi,/Users/taufiq/workspace/infran-spark/data_inference/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001_face_2.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0016_face_1.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0016_face_3.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0016_face_2.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0011_face_4.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0011_face_2.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0011_face_3.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0011_face_1.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0018_face_2.jpg
Abdullah_Gul,/Users/taufiq/workspace/infran-spark/data_inference/Abdullah_Gul/Abdullah_Gul_0018_face_1.jpg
Abid_Hamid_Mahmud_Al-Tikriti,/Users/taufiq/workspace/infran-spark/data_inference/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003_face_2.jpg
Abid_Hamid_Mahmud_Al-Tikriti,/Users/taufiq/workspace/infran-spark/data_inference/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003_face_1.jpg
Abraham_Foxman,/Users/taufiq/workspace/infran-spark/data_inference/Abraham_Foxman/Abraham_Foxman_0001_face_2.jpg
Abraham_Foxman,/Users/taufiq/workspace/infran-spark/data_inference/Abraham_Foxman/Abraham_Foxman_0001_face_1.jpg
Adam_Sandler,/Users/taufiq/workspace/infran-spark/data_inference/Adam_Sandler/Adam_Sandler_0004_face_1.jpg
Adam_Sandler,/Users/taufiq/workspace/infran-spark/data_inference/Adam_Sandler/Adam_Sandler_0004_face_2.jpg
Adolfo_Aguilar_Zinser,/Users/taufiq/workspace/infran-spark/data_inference/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0002_face_2.jpg
Adolfo_Aguilar_Zinser,/Users/taufiq/workspace/infran-spark/data_inference/Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0002_face_1.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0007_face_2.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0007_face_3.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0007_face_1.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0002_face_1.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0002_face_2.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0003_face_1.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0003_face_2.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0006_face_4.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0006_face_5.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0006_face_2.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0006_face_3.jpg
Adrien_Brody,/Users/taufiq/workspace/infran-spark/data_inference/Adrien_Brody/Adrien_Brody_0006_face_1.jpg
Ahmed_Qureia,/Users/taufiq/workspace/infran-spark/data_inference/Ahmed_Qureia/Ahmed_Qureia_0001_face_2.jpg
Ahmed_Qureia,/Users/taufiq/workspace/infran-spark/data_inference/Ahmed_Qureia/Ahmed_Qureia_0001_face_1.jpg
Ahmet_Demir,/Users/taufiq/workspace/infran-spark/data_inference/Ahmet_Demir/Ahmet_Demir_0001_face_1.jpg
Ahmet_Demir,/Users/taufiq/workspace/infran-spark/data_inference/Ahmet_Demir/Ahmet_Demir_0001_face_2.jpg
Ahmet_Demir,/Users/taufiq/workspace/infran-spark/data_inference/Ahmet_Demir/Ahmet_Demir_0001_face_3.jpg
Ahmet_Demir,/Users/taufiq/workspace/infran-spark/data_inference/Ahmet_Demir/Ahmet_Demir_0001_face_4.jpg
Aishwarya_Rai,/Users/taufiq/workspace/infran-spark/data_inference/Aishwarya_Rai/Aishwarya_Rai_0001_face_2.jpg
Aishwarya_Rai,/Users/taufiq/workspace/infran-spark/data_inference/Aishwarya_Rai/Aishwarya_Rai_0001_face_1.jpg
Al_Gore,/Users/taufiq/workspace/infran-spark/data_inference/Al_Gore/Al_Gore_0007_face_1.jpg
Al_Gore,/Users/taufiq/workspace/infran-spark/data_inference/Al_Gore/Al_Gore_0007_face_2.jpg
Al_Gore,/Users/taufiq/workspace/infran-spark/data_inference/Al_Gore/Al_Gore_0003_face_2.jpg
Al_Gore,/Users/taufiq/workspace/infran-spark/data_inference/Al_Gore/Al_Gore_0003_face_1.jpg
Alan_Greer,/Users/taufiq/workspace/infran-spark/data_inference/Alan_Greer/Alan_Greer_0001_face_1.jpg
Alan_Greer,/Users/taufiq/workspace/infran-spark/data_inference/Alan_Greer/Alan_Greer_0001_face_2.jpg
Alberta_Lee,/Users/taufiq/workspace/infran-spark/data_inference/Alberta_Lee/Alberta_Lee_0001_face_1.jpg
Alberta_Lee,/Users/taufiq/workspace/infran-spark/data_inference/Alberta_Lee/Alberta_Lee_0001_face_2.jpg
Alberta_Lee,/Users/taufiq/workspace/infran-spark/data_inference/Alberta_Lee/Alberta_Lee_0001_face_3.jpg
Aldo_Paredes,/Users/taufiq/workspace/infran-spark/data_inference/Aldo_Paredes/Aldo_Paredes_0002_face_1.jpg
Aldo_Paredes,/Users/taufiq/workspace/infran-spark/data_inference/Aldo_Paredes/Aldo_Paredes_0002_face_2.jpg
Alec_Baldwin,/Users/taufiq/workspace/infran-spark/data_inference/Alec_Baldwin/Alec_Baldwin_0001_face_2.jpg
Alec_Baldwin,/Users/taufiq/workspace/infran-spark/data_inference/Alec_Baldwin/Alec_Baldwin_0001_face_1.jpg
Alejandro_Avila,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Avila/Alejandro_Avila_0003_face_2.jpg
Alejandro_Avila,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Avila/Alejandro_Avila_0003_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0039_face_4.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0039_face_2.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0039_face_3.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0039_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0028_face_4.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0028_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0028_face_3.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0028_face_2.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0034_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0034_face_2.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0003_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0003_face_2.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0025_face_2.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0025_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0033_face_2.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0033_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0027_face_2.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0027_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0021_face_1.jpg
Alejandro_Toledo,/Users/taufiq/workspace/infran-spark/data_inference/Alejandro_Toledo/Alejandro_Toledo_0021_face_2.jpg
Alex_Holmes,/Users/taufiq/workspace/infran-spark/data_inference/Alex_Holmes/Alex_Holmes_0001_face_1.jpg
Alex_Holmes,/Users/taufiq/workspace/infran-spark/data_inference/Alex_Holmes/Alex_Holmes_0001_face_2.jpg
Alex_Penelas,/Users/taufiq/workspace/infran-spark/data_inference/Alex_Penelas/Alex_Penelas_0001_face_2.jpg
Alex_Penelas,/Users/taufiq/workspace/infran-spark/data_inference/Alex_Penelas/Alex_Penelas_0001_face_1.jpg
Alex_Sink,/Users/taufiq/workspace/infran-spark/data_inference/Alex_Sink/Alex_Sink_0001_face_1.jpg
Alex_Sink,/Users/taufiq/workspace/infran-spark/data_inference/Alex_Sink/Alex_Sink_0001_face_2.jpg
Alexandra_Stevenson,/Users/taufiq/workspace/infran-spark/data_inference/Alexandra_Stevenson/Alexandra_Stevenson_0003_face_2.jpg
Alexandra_Stevenson,/Users/taufiq/workspace/infran-spark/data_inference/Alexandra_Stevenson/Alexandra_Stevenson_0003_face_1.jpg
Alfred_Sant,/Users/taufiq/workspace/infran-spark/data_inference/Alfred_Sant/Alfred_Sant_0001_face_2.jpg
Alfred_Sant,/Users/taufiq/workspace/infran-spark/data_inference/Alfred_Sant/Alfred_Sant_0001_face_1.jpg
Alfredo_Pena,/Users/taufiq/workspace/infran-spark/data_inference/Alfredo_Pena/Alfredo_Pena_0001_face_1.jpg
Alfredo_Pena,/Users/taufiq/workspace/infran-spark/data_inference/Alfredo_Pena/Alfredo_Pena_0001_face_3.jpg
Alfredo_Pena,/Users/taufiq/workspace/infran-spark/data_inference/Alfredo_Pena/Alfredo_Pena_0001_face_2.jpg
Alfredo_Pena,/Users/taufiq/workspace/infran-spark/data_inference/Alfredo_Pena/Alfredo_Pena_0001_face_4.jpg
Ali_Abbas,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Abbas/Ali_Abbas_0001_face_1.jpg
Ali_Abbas,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Abbas/Ali_Abbas_0001_face_2.jpg
Ali_Mohammed_Maher,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Mohammed_Maher/Ali_Mohammed_Maher_0001_face_4.jpg
Ali_Mohammed_Maher,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Mohammed_Maher/Ali_Mohammed_Maher_0001_face_2.jpg
Ali_Mohammed_Maher,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Mohammed_Maher/Ali_Mohammed_Maher_0001_face_3.jpg
Ali_Mohammed_Maher,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Mohammed_Maher/Ali_Mohammed_Maher_0001_face_1.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0003_face_1.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0003_face_2.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0006_face_2.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0006_face_1.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0008_face_1.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0008_face_3.jpg
Ali_Naimi,/Users/taufiq/workspace/infran-spark/data_inference/Ali_Naimi/Ali_Naimi_0008_face_2.jpg
